Distribuidor;CNPJ;Codigo Vendedor;Codigo Cliente;Codigo Produto;Quantidade;Valor Total;Data;Numero Nota;Tipo de Saida;
IMPORTADORA BAGE SA;92785047000126;000226;060839;002376;2;7424;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;001710;2;4648;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;005995;2;13946;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;000722;1;6857;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;008540;4;7500;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;006761;2;8436;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;006710;2;6066;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;001802;4;12668;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000226;060839;006762;1;4551;20250428;001113228;VENDA;
IMPORTADORA BAGE SA;92785047000126;000054;065182;012860;2;35977;20250428;001113232;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;990091;008540;6;9821;20250428;001113307;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;002135;012454;2;13214;20250428;001113249;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;002135;005995;1;6833;20250428;001113249;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;002135;000722;1;6719;20250428;001113249;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;998410;007712;1;10316;20250428;001113250;VENDA;
IMPORTADORA BAGE SA;92785047000126;000304;998410;006343;1;3360;20250428;001113250;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;994494;000996;1;4981;20250428;001113246;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;003393;007707;3;2822;20250428;001113247;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;003393;002376;1;3637;20250428;001113247;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;003393;001710;10;22775;20250428;001113247;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;003393;006343;1;3292;20250428;001113247;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;003393;006710;1;2972;20250428;001113247;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;003393;000130;1;3912;20250428;001113247;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;994494;001732;1;12664;20250428;001113246;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;994494;006343;2;6720;20250428;001113246;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;994494;005995;2;13946;20250428;001113246;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;011979;2;5752;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;008484;012862;1;7194;20250428;001113244;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;995132;001796;48;81209;20250428;001113208;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;995132;000396;2;8489;20250428;001113208;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;995132;000710;3;37270;20250428;001113208;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;000358;000130;6;23952;20250428;001113156;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;000358;008543;1;20218;20250428;001113156;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060947;002177;1;5736;20250428;001113167;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060947;002175;1;5184;20250428;001113167;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060947;006343;3;10080;20250428;001113167;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;006453;000724;1;7052;20250428;001113168;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;006453;001771;12;35806;20250428;001113168;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;994811;007367;1;23958;20250428;001113169;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;994811;007368;1;29888;20250428;001113169;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;994811;007369;1;37847;20250428;001113169;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;994811;001771;12;34742;20250428;001113169;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;994811;001797;2;5234;20250428;001113169;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997914;000396;2;7898;20250428;001113170;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997914;001720;2;11200;20250428;001113170;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997914;008547;1;49704;20250428;001113170;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997914;008543;1;19207;20250428;001113170;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997914;001643;10;21350;20250428;001113170;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;997914;001771;12;32571;20250428;001113170;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001277;000723;36;139383;20250428;001113173;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001277;001732;1;12664;20250428;001113173;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001277;001695;6;13080;20250428;001113173;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001277;000722;4;26056;20250428;001113173;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;001277;001797;2;5234;20250428;001113173;VENDA;
IMPORTADORA BAGE SA;92785047000126;000997;995484;000130;3;11976;20250428;001113181;VENDA;
IMPORTADORA BAGE SA;92785047000126;000997;995484;001713;1;4721;20250428;001113181;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;060861;007707;3;2448;20250428;001113182;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;060861;007708;3;3366;20250428;001113182;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;060861;007709;3;4717;20250428;001113182;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;003012;1;3647;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;001500;3;29499;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;013524;2;7510;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;013523;1;3045;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;001794;3;16335;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;007712;1;10316;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;007711;1;7453;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;006648;1;5856;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;001712;1;2446;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;008540;2;3750;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;006710;2;6066;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;001771;24;59756;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;012124;001434;1;29566;20250428;001113178;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;063709;006347;6;21276;20250428;001113179;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;063709;007363;2;6582;20250428;001113179;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;063709;007364;2;8334;20250428;001113179;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060411;013522;2;3508;20250428;001113175;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060411;002303;3;10884;20250428;001113175;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060411;001794;2;10890;20250428;001113175;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060411;001047;3;29973;20250428;001113175;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060411;013460;5;28860;20250428;001113175;VENDA;
IMPORTADORA BAGE SA;92785047000126;000347;060411;013461;3;11097;20250428;001113175;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;994704;001702;1;8582;20250428;001113163;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;994704;000722;3;20571;20250428;001113163;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;994704;006710;1;3033;20250428;001113163;VENDA;
IMPORTADORA BAGE SA;92785047000126;000213;994704;006762;1;4551;20250428;001113163;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;996144;001713;2;9442;20250428;001113164;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;996144;001721;1;15479;20250428;001113164;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;996144;007708;2;2640;20250428;001113164;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;996144;007709;2;3700;20250428;001113164;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;996144;001164;2;14088;20250428;001113164;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;996144;000722;4;26330;20250428;001113164;VENDA;
IMPORTADORA BAGE SA;92785047000126;000309;996144;003481;6;13254;20250428;001113164;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;002518;007120;2;24672;20250428;001113162;VENDA;
IMPORTADORA BAGE SA;92785047000126;000218;006554;001500;6;51505;20250428;001113159;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;013411;000130;6;23233;20250428;001113161;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;013411;006348;4;19799;20250428;001113161;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;013411;000164;1;6674;20250428;001113161;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;013411;001802;6;18431;20250428;001113161;VENDA;
IMPORTADORA BAGE SA;92785047000126;000320;013411;006762;6;26486;20250428;001113161;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;012173;000136;3;35802;20250428;001113151;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;012173;001733;1;21825;20250428;001113151;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;012173;002061;1;16829;20250428;001113151;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;012173;000581;2;88533;20250428;001113151;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;012173;012862;12;80103;20250428;001113151;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;012173;005679;6;34317;20250428;001113151;VENDA;
IMPORTADORA BAGE SA;92785047000126;000072;012173;011708;6;20817;20250428;001113151;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;004600;014122;1;2950;20250428;001113152;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;004600;001771;12;43428;20250428;001113152;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;004600;000722;3;20571;20250428;001113152;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;004600;010169;1;8277;20250428;001113152;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;004600;001164;1;7044;20250428;001113152;VENDA;
IMPORTADORA BAGE SA;92785047000126;000342;004600;000136;1;12597;20250428;001113152;VENDA;
IMPORTADORA BAGE SA;92785047000126;000145;013846;000064;10;42208;20250428;001113153;VENDA;
IMPORTADORA BAGE SA;92785047000126;000324;999012;001771;2;7238;20250428;001113154;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;001985;014122;3;8850;20250428;001113204;VENDA;
IMPORTADORA BAGE SA;92785047000126;000392;001985;006347;1;3369;20250428;001113204;VENDA;
IMPORTADORA BAGE SA;92785047000126;000234;011218;000130;2;7744;20250428;001113404;VENDA;
